date,temperature,humidity
29.07.2020-08:48:58,23.13,28.7
29.07.2020-08:49:03,16.25,14.36
29.07.2020-08:49:08,15.43,46.69
29.07.2020-08:49:13,30.84,-1.05
29.07.2020-08:49:18,22.72,46.59
29.07.2020-08:49:23,12.22,39.48
29.07.2020-08:49:28,21.25,50.37
29.07.2020-08:49:33,20.76,44.97
29.07.2020-08:49:38,29.0,17.9
29.07.2020-08:49:43,10.44,43.6
29.07.2020-08:49:48,20.38,52.45
29.07.2020-08:49:53,23.51,37.01
29.07.2020-08:49:58,19.66,35.3
29.07.2020-08:50:03,19.33,22.67
29.07.2020-08:50:08,22.84,41.28
29.07.2020-08:50:13,20.69,73.45
29.07.2020-08:50:18,15.81,86.46
29.07.2020-08:50:23,16.73,23.05
29.07.2020-08:50:28,19.53,48.02
29.07.2020-08:50:33,21.4,47.54
29.07.2020-08:50:38,27.82,36.64
29.07.2020-08:50:43,20.81,53.81
29.07.2020-08:50:48,14.06,56.52
29.07.2020-08:50:53,25.22,31.53
29.07.2020-08:50:58,17.93,62.35
29.07.2020-08:51:03,18.03,71.05
29.07.2020-08:51:08,23.9,30.17
29.07.2020-08:51:13,21.72,52.5
29.07.2020-08:51:18,19.13,49.93
29.07.2020-08:51:23,16.42,39.27
29.07.2020-08:51:28,16.96,84.18
29.07.2020-08:51:33,20.37,70.11
29.07.2020-08:51:38,16.52,33.17
29.07.2020-08:51:43,11.56,76.18
29.07.2020-08:51:48,17.14,56.6
29.07.2020-08:51:53,17.77,50.15
29.07.2020-08:51:58,23.49,113.78
29.07.2020-08:52:03,27.79,20.25
29.07.2020-08:52:08,18.01,67.59
29.07.2020-08:52:13,23.55,37.47
29.07.2020-08:52:18,20.55,52.83
29.07.2020-08:52:23,20.26,62.59
29.07.2020-08:52:28,19.88,57.87
29.07.2020-08:52:33,13.34,40.25
29.07.2020-08:52:38,14.12,56.31
29.07.2020-08:52:43,20.21,59.84
29.07.2020-08:52:48,26.22,38.69
29.07.2020-08:52:53,32.69,52.49
29.07.2020-08:52:58,19.19,60.04
29.07.2020-08:53:03,16.15,21.74
29.07.2020-08:53:08,18.73,88.92
29.07.2020-08:53:13,23.08,40.04
29.07.2020-08:53:18,18.91,79.02
29.07.2020-08:53:23,20.41,76.65
29.07.2020-08:53:28,18.63,53.64
29.07.2020-08:53:33,19.26,9.15
29.07.2020-08:53:38,24.56,38.16
29.07.2020-08:53:43,22.57,69.89
29.07.2020-08:53:48,35.56,14.63
29.07.2020-08:53:53,17.19,51.13
29.07.2020-08:53:58,15.78,38.39
29.07.2020-08:54:03,17.35,33.84
29.07.2020-08:54:08,11.17,34.58
29.07.2020-08:54:13,13.55,77.8
29.07.2020-08:54:18,11.52,25.97
29.07.2020-08:54:23,19.12,44.25
29.07.2020-08:54:28,24.82,85.17
29.07.2020-08:54:33,10.75,55.41
29.07.2020-08:54:38,19.73,42.65
29.07.2020-08:54:43,20.7,55.38
29.07.2020-08:54:48,27.35,78.88
29.07.2020-08:54:53,22.58,81.81
29.07.2020-08:54:58,25.96,31.47
29.07.2020-08:55:03,20.28,23.21
29.07.2020-08:55:08,21.8,65.96
29.07.2020-08:55:13,22.47,32.0
29.07.2020-08:55:18,25.68,31.31
29.07.2020-08:55:23,20.07,57.32
29.07.2020-08:55:28,16.48,55.48
29.07.2020-08:55:33,16.91,24.01
29.07.2020-08:55:38,14.41,80.48
29.07.2020-08:55:43,18.83,64.64
29.07.2020-08:55:48,18.95,61.41
29.07.2020-08:55:53,16.3,67.25
29.07.2020-08:55:58,18.87,14.17
29.07.2020-08:56:03,21.6,34.94
29.07.2020-08:56:08,14.7,27.25
29.07.2020-08:56:13,26.62,35.1
29.07.2020-08:56:18,15.2,59.77
29.07.2020-08:56:23,19.22,41.69
29.07.2020-08:56:28,14.93,80.04
29.07.2020-08:56:33,24.58,74.52
29.07.2020-08:56:38,20.15,48.28
29.07.2020-08:56:43,21.8,52.31
29.07.2020-08:56:48,11.9,48.15
29.07.2020-08:56:53,14.56,78.68
29.07.2020-08:56:58,22.6,62.65
29.07.2020-08:57:03,21.92,42.77
29.07.2020-08:57:08,22.38,25.91
29.07.2020-08:57:13,23.83,37.31
29.07.2020-08:57:18,30.14,54.62
29.07.2020-08:57:23,21.08,48.36
29.07.2020-08:57:28,28.09,42.71
29.07.2020-08:57:33,22.97,18.62
29.07.2020-08:57:38,12.45,39.26
29.07.2020-08:57:43,12.15,66.33
29.07.2020-08:57:48,23.65,19.03
29.07.2020-08:57:53,12.99,33.95
29.07.2020-08:57:58,25.08,69.94
29.07.2020-08:58:03,20.86,30.44
29.07.2020-08:58:08,31.06,62.31
29.07.2020-08:58:13,18.6,47.11
29.07.2020-08:58:18,16.2,51.8
29.07.2020-08:58:23,10.86,38.6
29.07.2020-08:58:29,20.7,51.75
29.07.2020-08:58:34,23.48,47.72
29.07.2020-08:58:39,31.42,37.54
29.07.2020-08:58:44,17.02,49.07
29.07.2020-08:58:49,22.27,47.47
29.07.2020-08:58:54,17.71,62.05
29.07.2020-08:58:59,14.88,46.85
29.07.2020-08:59:04,23.9,28.2
29.07.2020-08:59:09,12.23,41.12
29.07.2020-08:59:14,17.0,86.37
29.07.2020-08:59:19,31.9,57.74
29.07.2020-08:59:24,15.52,44.86
29.07.2020-08:59:29,23.68,81.92
29.07.2020-08:59:34,19.83,25.84
29.07.2020-08:59:39,22.91,39.23
29.07.2020-08:59:44,21.39,51.43
29.07.2020-08:59:49,17.1,43.86
29.07.2020-08:59:54,18.04,60.05
29.07.2020-08:59:59,18.55,35.14
29.07.2020-09:00:04,30.69,47.77
29.07.2020-09:00:09,15.38,62.28
29.07.2020-09:00:14,20.52,22.53
29.07.2020-09:00:19,30.87,77.53
29.07.2020-09:00:24,26.77,33.57
29.07.2020-09:00:29,10.47,71.21
29.07.2020-09:00:34,11.11,49.96
29.07.2020-09:00:39,13.52,53.61
29.07.2020-09:00:44,25.04,69.33
29.07.2020-09:00:49,27.43,42.67
29.07.2020-09:00:54,15.53,64.15
29.07.2020-09:00:59,13.65,86.68
29.07.2020-09:01:04,25.41,57.21
29.07.2020-09:01:09,22.38,58.44
29.07.2020-09:01:14,36.05,62.65
29.07.2020-09:01:19,18.16,19.54
29.07.2020-09:01:24,24.01,72.27
29.07.2020-09:01:29,27.59,47.54
29.07.2020-09:01:34,19.15,79.64
29.07.2020-09:01:39,22.05,50.43
29.07.2020-09:01:44,17.72,36.35
29.07.2020-09:01:49,16.9,33.66
29.07.2020-09:01:54,23.98,73.71
29.07.2020-09:01:59,14.92,80.98
29.07.2020-09:02:04,24.46,50.51
29.07.2020-09:02:09,15.48,33.25
29.07.2020-09:02:14,17.07,68.93
29.07.2020-09:02:19,23.97,46.6
29.07.2020-09:02:24,25.43,57.57
29.07.2020-09:02:29,22.09,57.83
29.07.2020-09:02:34,20.22,42.63
29.07.2020-09:02:39,23.57,63.6
29.07.2020-09:02:44,12.39,50.7
29.07.2020-09:02:49,19.81,43.01
29.07.2020-09:02:54,18.59,20.62
29.07.2020-09:02:59,11.68,84.36
29.07.2020-09:03:04,23.12,49.31
29.07.2020-09:03:09,24.5,52.06
29.07.2020-09:03:14,25.91,51.64
29.07.2020-09:03:19,24.66,52.76
29.07.2020-09:03:24,24.12,73.54
29.07.2020-09:03:29,20.26,56.53
29.07.2020-09:03:34,31.11,39.33
29.07.2020-09:03:39,25.93,72.17
29.07.2020-09:03:44,12.67,44.41
29.07.2020-09:03:49,18.73,32.56
29.07.2020-09:03:54,16.39,76.23
29.07.2020-09:03:59,16.47,70.33
29.07.2020-09:04:04,16.49,22.66
29.07.2020-09:04:09,25.51,58.56
29.07.2020-09:04:14,28.19,25.36
29.07.2020-09:04:19,22.15,55.85
29.07.2020-09:04:24,24.03,16.08
29.07.2020-09:04:29,21.12,65.22
29.07.2020-09:04:34,17.98,66.84
29.07.2020-09:04:39,19.35,8.29
29.07.2020-09:04:44,20.35,28.78
29.07.2020-09:04:49,16.25,44.3
29.07.2020-09:04:54,20.07,75.68
29.07.2020-09:04:59,24.98,42.03
29.07.2020-09:05:04,27.06,31.97
29.07.2020-09:05:09,18.06,59.36
29.07.2020-09:05:14,12.94,30.89
29.07.2020-09:05:19,20.54,38.12
29.07.2020-09:05:24,25.27,35.74
29.07.2020-09:05:29,17.81,52.47
29.07.2020-09:05:34,16.28,81.32
29.07.2020-09:05:39,25.16,99.12
29.07.2020-09:05:44,21.68,79.25
29.07.2020-09:05:49,21.11,94.78
29.07.2020-09:05:54,14.21,32.41
29.07.2020-09:05:59,21.75,9.63
29.07.2020-09:06:04,18.56,104.83
29.07.2020-09:06:09,21.43,58.11
29.07.2020-09:06:14,24.47,38.88
29.07.2020-09:06:19,23.19,29.51
29.07.2020-09:06:24,21.4,44.68
29.07.2020-09:06:29,27.04,27.13
29.07.2020-09:06:34,22.32,22.21
29.07.2020-09:06:39,14.88,50.87
29.07.2020-09:06:44,20.42,33.94
29.07.2020-09:06:49,26.53,19.94
29.07.2020-09:06:54,20.58,55.19
29.07.2020-09:06:59,28.65,26.04
29.07.2020-09:07:04,22.08,67.96
29.07.2020-09:07:09,23.29,72.4
29.07.2020-09:07:14,15.63,42.09
29.07.2020-09:07:19,20.06,76.68
29.07.2020-09:07:24,14.91,60.1
29.07.2020-09:07:29,18.79,54.78
29.07.2020-09:07:34,20.49,70.54
29.07.2020-09:07:39,17.74,69.88
29.07.2020-09:07:44,20.21,60.82
29.07.2020-09:07:49,17.04,59.18
29.07.2020-09:07:54,16.58,36.71
29.07.2020-09:07:59,28.24,52.18
29.07.2020-09:08:04,22.37,59.25
29.07.2020-09:08:09,16.33,46.65
29.07.2020-09:08:14,23.29,70.31
29.07.2020-09:08:19,20.17,14.04
29.07.2020-09:08:24,19.91,48.17
29.07.2020-09:08:29,24.91,17.27
29.07.2020-09:08:34,33.46,5.98
29.07.2020-09:08:39,15.37,42.49
29.07.2020-09:08:44,11.16,40.71
29.07.2020-09:08:49,30.0,23.06
29.07.2020-09:08:54,19.07,35.35
29.07.2020-09:08:59,17.78,44.61
29.07.2020-09:09:04,18.05,51.21
29.07.2020-09:09:09,25.74,71.52
29.07.2020-09:09:14,26.48,22.47
29.07.2020-09:09:19,24.48,62.6
29.07.2020-09:09:24,16.03,49.34
29.07.2020-09:09:29,19.88,44.2
29.07.2020-09:09:34,16.45,28.51
29.07.2020-09:09:39,17.35,30.3
29.07.2020-09:09:44,22.61,57.18
29.07.2020-09:09:49,23.45,70.23
29.07.2020-09:09:54,23.54,51.35
29.07.2020-09:09:59,23.7,74.75
29.07.2020-09:10:04,13.21,50.78
29.07.2020-09:10:09,18.47,27.86
29.07.2020-09:10:14,22.08,55.66
29.07.2020-09:10:19,26.54,53.08
29.07.2020-09:10:24,14.68,33.43
29.07.2020-09:10:29,27.92,93.02
29.07.2020-09:10:34,16.54,23.54
29.07.2020-09:10:39,30.17,69.82
29.07.2020-09:10:44,25.0,66.32
29.07.2020-09:10:49,21.17,27.36
29.07.2020-09:10:54,27.59,66.14
29.07.2020-09:10:59,12.11,43.09
29.07.2020-09:11:04,29.49,18.68
29.07.2020-09:11:09,8.0,56.85
29.07.2020-09:11:14,14.93,64.6
29.07.2020-09:11:19,19.03,60.59
29.07.2020-09:11:24,17.46,61.45
29.07.2020-09:11:29,14.02,81.19
29.07.2020-09:11:34,19.35,32.15
29.07.2020-09:11:39,20.05,59.55
29.07.2020-09:11:44,28.3,33.01
29.07.2020-09:11:49,30.01,44.53
29.07.2020-09:11:54,29.31,41.54
29.07.2020-09:11:59,20.64,42.5
29.07.2020-09:12:04,25.29,42.35
29.07.2020-09:12:09,22.73,23.27
29.07.2020-09:12:14,18.38,11.48
29.07.2020-09:12:19,23.9,35.54
29.07.2020-09:12:24,16.2,37.42
29.07.2020-09:12:29,19.09,42.77
29.07.2020-09:12:35,16.04,53.54
29.07.2020-09:12:40,8.95,54.84
29.07.2020-09:12:45,9.18,84.2
29.07.2020-09:12:50,14.8,11.57
29.07.2020-09:12:55,17.76,46.41
29.07.2020-09:13:00,26.61,66.3
29.07.2020-09:13:05,9.18,58.44
29.07.2020-09:13:10,22.07,53.12
29.07.2020-09:13:15,19.38,34.42
29.07.2020-09:13:20,22.32,77.03
29.07.2020-09:13:25,17.45,49.17
29.07.2020-09:13:30,18.49,45.96
29.07.2020-09:13:35,24.21,72.37
29.07.2020-09:13:40,20.6,33.34
29.07.2020-09:13:45,15.26,34.26
29.07.2020-09:13:50,13.71,32.2
29.07.2020-09:13:55,18.25,28.02
29.07.2020-09:14:00,22.29,38.17
29.07.2020-09:14:05,16.65,42.78
29.07.2020-09:14:10,22.38,76.81
29.07.2020-09:14:15,17.67,68.62
29.07.2020-09:14:20,16.99,45.44
29.07.2020-09:14:25,13.74,59.07
29.07.2020-09:14:30,17.54,57.79
29.07.2020-09:14:35,20.64,48.1
29.07.2020-09:14:40,11.8,12.69
29.07.2020-09:14:45,24.49,5.98
29.07.2020-09:14:50,22.37,65.92
29.07.2020-09:14:55,20.15,43.36
29.07.2020-09:15:00,17.47,76.51
29.07.2020-09:15:05,16.48,52.69
29.07.2020-09:15:10,19.16,62.72
29.07.2020-09:15:15,23.75,31.17
29.07.2020-09:15:20,17.95,26.15
29.07.2020-09:15:25,15.48,73.22
29.07.2020-09:15:30,21.35,23.37
29.07.2020-09:15:35,18.33,56.48
29.07.2020-09:15:40,27.52,38.23
29.07.2020-09:15:45,19.99,28.95
29.07.2020-09:15:50,17.93,13.58
29.07.2020-09:15:55,17.71,47.93
29.07.2020-09:16:00,23.49,40.86
29.07.2020-09:16:05,20.89,47.35
29.07.2020-09:16:10,13.65,39.92
29.07.2020-09:16:15,23.42,69.28
29.07.2020-09:16:20,22.62,66.33
29.07.2020-09:16:25,21.0,39.12
29.07.2020-09:16:30,15.37,76.15
29.07.2020-09:16:35,22.11,5.26
29.07.2020-09:16:40,14.14,32.38
29.07.2020-09:16:45,19.1,31.37
29.07.2020-09:16:50,20.12,20.38
29.07.2020-09:16:55,14.95,43.86
29.07.2020-09:17:00,17.47,63.05
29.07.2020-09:17:05,16.36,37.34
29.07.2020-09:17:10,20.06,79.65
29.07.2020-09:17:15,16.16,76.44
29.07.2020-09:17:20,14.88,43.65
29.07.2020-09:17:25,22.44,10.77
29.07.2020-09:17:30,25.81,3.04
29.07.2020-09:17:35,16.01,64.64
29.07.2020-09:17:40,13.35,58.83
29.07.2020-09:17:45,15.34,85.67
29.07.2020-09:17:50,23.12,78.36
29.07.2020-09:17:55,19.7,55.67
29.07.2020-09:18:00,15.65,44.0
29.07.2020-09:18:05,27.03,65.39
29.07.2020-09:18:10,20.21,-6.17
29.07.2020-09:18:15,24.35,63.78
29.07.2020-09:18:20,20.01,68.75
29.07.2020-09:18:25,20.78,65.12
29.07.2020-09:18:30,18.41,50.08
29.07.2020-09:18:35,27.38,49.78
29.07.2020-09:18:40,20.26,56.13
29.07.2020-09:18:45,19.28,18.3
29.07.2020-09:18:50,20.64,43.92
29.07.2020-09:18:55,18.29,84.32
29.07.2020-09:19:00,15.43,83.09
29.07.2020-09:19:05,20.67,16.61
29.07.2020-09:19:10,21.53,6.84
29.07.2020-09:19:15,25.01,51.01
29.07.2020-09:19:20,16.31,70.81
29.07.2020-09:19:25,22.91,57.62
29.07.2020-09:19:30,15.19,39.44
29.07.2020-09:19:35,27.02,43.23
29.07.2020-09:19:40,17.19,38.76
29.07.2020-09:19:45,21.76,42.25
29.07.2020-09:19:50,17.16,26.1
29.07.2020-09:19:55,17.02,72.41
29.07.2020-09:20:00,19.41,40.79
29.07.2020-09:20:05,15.68,53.32
29.07.2020-09:20:10,12.75,47.75
29.07.2020-09:20:15,23.54,47.62
29.07.2020-09:20:20,24.74,37.32
29.07.2020-09:20:25,26.03,57.69
29.07.2020-09:20:30,18.23,70.29
29.07.2020-09:20:35,21.07,81.71
29.07.2020-09:20:40,20.07,31.18
29.07.2020-09:20:45,27.01,11.59
29.07.2020-09:20:50,18.1,46.46
29.07.2020-09:20:55,17.1,30.08
29.07.2020-09:21:00,31.14,-6.61
29.07.2020-09:21:05,18.07,17.45
29.07.2020-09:21:10,12.52,66.12
29.07.2020-09:21:15,26.0,63.55
29.07.2020-09:21:20,13.86,50.43
29.07.2020-09:21:25,25.69,64.3
29.07.2020-09:21:30,19.05,67.05
29.07.2020-09:21:35,8.66,57.79
29.07.2020-09:21:40,21.32,29.87
29.07.2020-09:21:45,13.74,36.98
29.07.2020-09:21:50,20.67,50.95
29.07.2020-09:21:55,16.6,69.21
29.07.2020-09:22:00,11.81,53.84
29.07.2020-09:22:05,8.17,49.58
29.07.2020-09:22:10,24.52,17.32
29.07.2020-09:22:15,27.83,33.95
29.07.2020-09:22:20,22.62,42.26
29.07.2020-09:22:25,27.14,33.49
29.07.2020-09:22:30,20.4,54.11
29.07.2020-09:22:35,19.92,64.65
29.07.2020-09:22:40,23.35,35.36
29.07.2020-09:22:45,20.68,51.72
29.07.2020-09:22:50,13.7,34.38
29.07.2020-09:22:55,17.54,30.69
29.07.2020-09:23:00,30.37,42.59
29.07.2020-09:23:05,14.94,29.29
29.07.2020-09:23:10,24.13,72.77
29.07.2020-09:23:15,19.58,47.75
29.07.2020-09:23:20,5.6,30.49
29.07.2020-09:23:25,11.49,41.35
29.07.2020-09:23:30,17.35,47.65
29.07.2020-09:23:35,23.39,46.74
29.07.2020-09:23:40,18.5,46.33
29.07.2020-09:23:45,20.34,68.28
29.07.2020-09:23:50,19.94,79.84
29.07.2020-09:23:55,20.26,46.81
29.07.2020-09:24:00,28.59,41.78
29.07.2020-09:24:05,22.93,42.06
29.07.2020-09:24:10,17.8,108.48
29.07.2020-09:24:15,21.02,77.77
29.07.2020-09:24:20,28.61,46.09
29.07.2020-09:24:25,20.93,40.41
29.07.2020-09:24:30,25.92,41.29
29.07.2020-09:24:35,23.79,109.25
29.07.2020-09:24:40,27.14,47.29
29.07.2020-09:24:45,16.07,18.4
29.07.2020-09:24:50,19.17,70.86
29.07.2020-09:24:55,18.2,61.68
29.07.2020-09:25:00,12.36,30.5
29.07.2020-09:25:05,8.9,29.81
29.07.2020-09:25:10,17.24,59.67
29.07.2020-09:25:15,18.05,71.58
29.07.2020-09:25:20,17.96,47.45
29.07.2020-09:25:25,20.18,26.8
29.07.2020-09:25:30,27.25,60.32
29.07.2020-09:25:35,23.73,60.23
29.07.2020-09:25:40,20.95,22.19
29.07.2020-09:25:45,24.29,72.83
29.07.2020-09:25:50,26.98,46.34
29.07.2020-09:25:55,19.51,69.3
29.07.2020-09:26:00,26.89,64.14
29.07.2020-09:26:05,20.46,104.46
29.07.2020-09:26:10,22.72,46.13
29.07.2020-09:26:15,30.62,38.93
29.07.2020-09:26:20,23.9,60.14
29.07.2020-09:26:25,16.82,60.87
29.07.2020-09:26:30,28.72,67.89
29.07.2020-09:26:35,23.27,46.53
29.07.2020-09:26:40,17.51,57.64
29.07.2020-09:26:45,26.46,37.69
29.07.2020-09:26:51,25.91,42.15
29.07.2020-09:26:56,17.53,29.47
29.07.2020-09:27:01,18.95,80.5
29.07.2020-09:27:06,17.06,27.96
29.07.2020-09:27:11,16.41,78.11
29.07.2020-09:27:16,20.85,71.0
29.07.2020-09:27:21,21.91,22.76
29.07.2020-09:27:26,12.03,45.49
29.07.2020-09:27:31,20.81,18.8
29.07.2020-09:27:36,17.78,27.72
29.07.2020-09:27:41,23.3,68.09
29.07.2020-09:27:46,24.27,57.35
29.07.2020-09:27:51,24.85,37.1
29.07.2020-09:27:56,23.77,88.45
29.07.2020-09:28:01,16.61,18.18
29.07.2020-09:28:06,27.07,53.1
29.07.2020-09:28:11,24.24,51.94
29.07.2020-09:28:16,11.95,46.61
29.07.2020-09:28:21,13.99,48.14
29.07.2020-09:28:26,19.69,41.88
29.07.2020-09:28:31,23.43,57.69
29.07.2020-09:28:36,23.32,71.35
29.07.2020-09:28:41,18.83,97.97
29.07.2020-09:28:46,12.58,44.03
29.07.2020-09:28:51,16.62,36.86
29.07.2020-09:28:56,20.99,47.72
29.07.2020-09:29:01,22.66,90.51
29.07.2020-09:29:06,16.32,44.01
29.07.2020-09:29:11,13.41,87.59
29.07.2020-09:29:16,17.49,39.05
29.07.2020-09:29:21,23.39,40.66
29.07.2020-09:29:26,18.72,66.67
29.07.2020-09:29:31,27.37,35.39
29.07.2020-09:29:36,26.24,43.29
29.07.2020-09:29:41,24.06,20.35
29.07.2020-09:29:46,24.6,43.38
29.07.2020-09:29:51,22.66,26.72
29.07.2020-09:29:56,25.91,59.23
29.07.2020-09:30:01,15.52,38.57
29.07.2020-09:30:06,10.12,7.94
29.07.2020-09:30:11,24.22,20.41
29.07.2020-09:30:16,22.73,60.65
29.07.2020-09:30:21,17.83,83.88
29.07.2020-09:30:26,13.43,58.65
29.07.2020-09:30:31,10.83,62.81
29.07.2020-09:30:36,14.75,10.44
29.07.2020-09:30:41,23.34,50.19
29.07.2020-09:30:46,27.0,37.17
29.07.2020-09:30:51,18.83,59.62
29.07.2020-09:30:56,23.29,29.01
29.07.2020-09:31:01,15.8,41.32
29.07.2020-09:31:06,21.37,51.63
29.07.2020-09:31:11,19.6,24.52
29.07.2020-09:31:16,16.26,49.38
29.07.2020-09:31:21,32.45,59.64
29.07.2020-09:31:26,23.65,35.63
29.07.2020-09:31:31,15.31,32.93
29.07.2020-09:31:36,20.5,20.28
29.07.2020-09:31:41,14.28,41.69
29.07.2020-09:31:46,24.61,75.47
29.07.2020-09:31:51,11.99,52.13
29.07.2020-09:31:56,19.37,91.41
29.07.2020-09:32:01,21.53,28.5
29.07.2020-09:32:06,23.19,52.8
29.07.2020-09:32:11,20.93,53.27
29.07.2020-09:32:16,20.62,76.23
29.07.2020-09:32:21,21.55,32.9
29.07.2020-09:32:26,17.45,36.5
29.07.2020-09:32:31,20.39,28.13
29.07.2020-09:32:36,20.99,52.43
29.07.2020-09:32:41,19.42,69.74
29.07.2020-09:32:46,17.58,26.11
29.07.2020-09:32:51,21.69,67.43
29.07.2020-09:32:56,22.15,72.84
29.07.2020-09:33:01,25.95,55.09
29.07.2020-09:33:06,22.64,56.04
29.07.2020-09:33:11,24.75,81.08
29.07.2020-09:33:16,21.11,35.54
29.07.2020-09:33:21,10.58,27.31
29.07.2020-09:33:26,16.78,48.03
29.07.2020-09:33:31,28.74,52.53
29.07.2020-09:33:36,12.08,36.85
29.07.2020-09:33:41,16.22,57.17
29.07.2020-09:33:46,19.64,33.83
29.07.2020-09:33:51,21.75,-1.11
29.07.2020-09:33:56,15.9,63.88
29.07.2020-09:34:01,18.85,9.43
29.07.2020-09:34:06,25.95,10.18
29.07.2020-09:34:11,14.8,58.15
29.07.2020-09:34:16,20.52,51.11
29.07.2020-09:34:21,20.63,68.45
29.07.2020-09:34:26,20.36,60.33
29.07.2020-09:34:31,19.81,68.47
29.07.2020-09:34:36,21.61,44.18
29.07.2020-09:34:41,26.21,58.12
29.07.2020-09:34:46,17.74,24.04
29.07.2020-09:34:51,19.2,34.84
29.07.2020-09:34:56,11.32,43.12
29.07.2020-09:35:01,18.76,65.18
29.07.2020-09:35:06,9.66,50.93
29.07.2020-09:35:11,24.81,39.24
29.07.2020-09:35:16,13.31,67.59
29.07.2020-09:35:21,15.96,45.25
29.07.2020-09:35:26,20.73,55.85
29.07.2020-09:35:31,20.55,49.12
29.07.2020-09:35:36,22.01,55.92
29.07.2020-09:35:41,18.22,97.97
29.07.2020-09:35:46,26.89,42.44
29.07.2020-09:35:51,22.48,4.22
29.07.2020-09:35:56,19.61,101.31
29.07.2020-09:36:01,7.01,22.37
29.07.2020-09:36:06,14.68,58.5
29.07.2020-09:36:11,26.2,38.77
29.07.2020-09:36:16,10.48,54.8
29.07.2020-09:36:21,24.77,56.74
29.07.2020-09:36:26,22.65,46.49
29.07.2020-09:36:31,20.71,18.87
29.07.2020-09:36:36,13.64,53.61
29.07.2020-09:36:41,21.16,71.26
29.07.2020-09:36:46,22.16,20.63
29.07.2020-09:36:51,16.38,65.85
29.07.2020-09:36:56,22.97,54.08
29.07.2020-09:37:01,21.54,53.9
29.07.2020-09:37:06,9.7,64.12
29.07.2020-09:37:11,13.35,56.85
29.07.2020-09:37:16,11.13,34.44
29.07.2020-09:37:21,23.49,70.58
29.07.2020-09:37:26,26.72,38.18
29.07.2020-09:37:31,25.5,43.35
29.07.2020-09:37:36,19.39,56.35
29.07.2020-09:37:41,18.99,58.15
29.07.2020-09:37:46,14.03,26.89
29.07.2020-09:37:51,21.29,35.59
29.07.2020-09:37:56,19.69,57.18
29.07.2020-09:38:01,29.07,22.01
29.07.2020-09:38:06,19.26,37.64
29.07.2020-09:38:11,15.7,64.94
29.07.2020-09:38:16,20.88,50.99
29.07.2020-09:38:21,27.96,28.08
29.07.2020-09:38:26,21.97,49.29
29.07.2020-09:38:31,22.96,47.86
29.07.2020-09:38:36,16.33,31.39
29.07.2020-09:38:41,22.0,41.64
29.07.2020-09:38:46,23.43,85.06
29.07.2020-09:38:51,19.78,57.85
29.07.2020-09:38:56,23.29,26.96
29.07.2020-09:39:01,28.33,33.77
29.07.2020-09:39:06,19.05,21.03
29.07.2020-09:39:11,17.24,62.44
29.07.2020-09:39:16,11.22,57.85
29.07.2020-09:39:21,21.54,37.21
29.07.2020-09:39:26,11.14,68.31
29.07.2020-09:39:31,21.26,49.84
29.07.2020-09:39:36,27.51,36.6
29.07.2020-09:39:41,21.85,35.85
29.07.2020-09:39:46,18.67,51.23
29.07.2020-09:39:51,23.29,65.5
29.07.2020-09:39:56,23.06,9.18
29.07.2020-09:40:01,18.51,47.45
29.07.2020-09:40:06,21.56,63.57
29.07.2020-09:40:11,20.38,48.29
29.07.2020-09:40:16,23.59,32.72
29.07.2020-09:40:21,23.15,30.32
29.07.2020-09:40:26,11.9,61.82
29.07.2020-09:40:31,12.29,43.78
29.07.2020-09:40:36,16.15,73.04
29.07.2020-09:40:42,24.24,46.51
29.07.2020-09:40:47,16.99,36.23
29.07.2020-09:40:52,20.77,69.14
29.07.2020-09:40:57,19.25,69.54
29.07.2020-09:41:02,19.36,61.76
29.07.2020-09:41:07,9.35,61.85
29.07.2020-09:41:12,22.3,32.7
29.07.2020-09:41:17,25.41,30.31
29.07.2020-09:41:22,18.41,31.71
29.07.2020-09:41:27,26.2,43.75
29.07.2020-09:41:32,19.6,15.63
29.07.2020-09:41:37,21.23,68.08
29.07.2020-09:41:42,12.81,109.82
29.07.2020-09:41:47,20.67,46.47
29.07.2020-09:41:52,18.28,50.05
29.07.2020-09:41:57,20.35,84.83
29.07.2020-09:42:02,28.83,44.14
29.07.2020-09:42:07,22.03,-6.44
29.07.2020-09:42:12,17.68,42.75
29.07.2020-09:42:17,23.14,73.74
29.07.2020-09:42:22,19.16,64.37
29.07.2020-09:42:27,29.23,57.52
29.07.2020-09:42:32,12.74,38.83
29.07.2020-09:42:37,10.23,47.7
29.07.2020-09:42:42,22.68,35.41
29.07.2020-09:42:47,19.46,3.14
29.07.2020-09:42:52,13.11,66.93
29.07.2020-09:42:57,16.81,43.82
29.07.2020-09:43:02,25.23,40.21
29.07.2020-09:43:07,24.25,14.32
29.07.2020-09:43:12,15.18,19.46
29.07.2020-09:43:17,24.92,53.77
29.07.2020-09:43:22,24.86,64.36
29.07.2020-09:43:27,14.04,67.89
29.07.2020-09:43:32,13.5,20.31
29.07.2020-09:43:37,18.31,49.14
29.07.2020-09:43:42,18.74,31.99
29.07.2020-09:43:47,25.92,43.3
29.07.2020-09:43:52,18.43,44.56
29.07.2020-09:43:57,14.88,82.32
29.07.2020-09:44:02,18.94,79.43
29.07.2020-09:44:07,20.42,51.58
29.07.2020-09:44:12,25.62,41.85
29.07.2020-09:44:17,25.36,70.5
29.07.2020-09:44:22,19.73,62.25
